Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
1	GO:0004984	olfactory receptor activity	22/293	430/18410	1.64714457155193e-06	0.000695095009194916	0.000608576573278662	OR2M3/OR8U3/OR10G8/OR10G9/OR10S1/OR1S2/OR1F2P/OR2L2/OR5L2/OR10H3/OR10G2/OR10H1/OR8G3P/OR5D16/OR10V1/OR7G2/OR2L3/OR2T2/OR2W5P/OR2H2/OR2T7/OR1D5	22
1	GO:0008391	arachidonic acid monooxygenase activity	4/293	21/18410	0.000303791771682569	0.0510921676204898	0.0447327284479718	CYP2C9/CYP2C18/CYP4A22/CYP4F3	4
1	GO:0070330	aromatase activity	4/293	25/18410	0.00061072703907075	0.0510921676204898	0.0447327284479718	CYP2C9/CYP2C18/CYP3A4/CYP4F3	4
1	GO:0004197	cysteine-type endopeptidase activity	8/293	120/18410	0.000674254566083198	0.0510921676204898	0.0447327284479718	USP17L10/USP17L11/USP17L13/USP17L2/CTSL3P/USP17L3/USP17L5/USP26	8
1	GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	5/293	46/18410	0.000793001182917246	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/GABRR1/GABRR2/GRIA1	5
1	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	5/293	49/18410	0.00106119015318994	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/GABRR1/GABRR2/GRIA1	5
1	GO:0022836	gated channel activity	14/293	340/18410	0.00115855343517474	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/TMC2/CLCNKA/CNGB1/CNGA2/GABRR1/GABRR2/GRIA1/KCNB1/CATSPER4/CACNA1F/CACNA1S/TRPM8	14
1	GO:0030246	carbohydrate binding	12/293	270/18410	0.00135575526127754	0.0510921676204898	0.0447327284479718	CLEC4M/CLEC9A/CLEC18C/LGALS13/DCDC1/CLEC2A/CLEC20A/ASGR2/CLEC1B/LGALS14/ZG16/SFTPA2	12
1	GO:0004843	cysteine-type deubiquitinase activity	7/293	106/18410	0.00153299365397493	0.0510921676204898	0.0447327284479718	USP17L10/USP17L11/USP17L13/USP17L2/USP17L3/USP17L5/USP26	7
1	GO:0008020	G protein-coupled photoreceptor activity	3/293	15/18410	0.00157535424059443	0.0510921676204898	0.0447327284479718	OPN1MW/OPN1LW/RGR	3
1	GO:0004175	endopeptidase activity	16/293	432/18410	0.00159833613713852	0.0510921676204898	0.0447327284479718	USP17L10/USP17L11/USP17L13/CTSE/USP17L2/CTSL3P/PLG/KLK15/PRSS1/MASP1/PGA3/USP17L3/USP17L5/USP26/PROZ/CD5L	16
1	GO:0030594	neurotransmitter receptor activity	7/293	111/18410	0.0019979137571526	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/GABRR1/GABRR2/OR10H3/OR10H1/GRIA1	7
1	GO:0004623	phospholipase A2 activity	4/293	34/18410	0.00200109845323425	0.0510921676204898	0.0447327284479718	PLB1/PLA2G5/OC90/PLA2G10	4
1	GO:0101005	deubiquitinase activity	7/293	113/18410	0.0022117675794879	0.0510921676204898	0.0447327284479718	USP17L10/USP17L11/USP17L13/USP17L2/USP17L3/USP17L5/USP26	7
1	GO:0015267	channel activity	17/293	489/18410	0.00225222392934725	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/TMC2/CLCNKA/CNGB1/CNGA2/GABRR1/GABRR2/GRIA1/AQP7/KCNB1/GJB7/CATSPER4/TRPV5/CACNA1F/CACNA1S/TRPM8	17
1	GO:0015276	ligand-gated ion channel activity	8/293	145/18410	0.00227454338981988	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/CNGB1/CNGA2/GABRR1/GABRR2/GRIA1/TRPM8	8
1	GO:0022834	ligand-gated channel activity	8/293	145/18410	0.00227454338981988	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/CNGB1/CNGA2/GABRR1/GABRR2/GRIA1/TRPM8	8
1	GO:0009881	photoreceptor activity	3/293	17/18410	0.00229959210982549	0.0510921676204898	0.0447327284479718	OPN1MW/OPN1LW/RGR	3
1	GO:0022803	passive transmembrane transporter activity	17/293	490/18410	0.00230035825779456	0.0510921676204898	0.0447327284479718	CHRNB4/CHRND/TMC2/CLCNKA/CNGB1/CNGA2/GABRR1/GABRR2/GRIA1/AQP7/KCNB1/GJB7/CATSPER4/TRPV5/CACNA1F/CACNA1S/TRPM8	17
1	GO:0022824	transmitter-gated ion channel activity	5/293	60/18410	0.00263745280025321	0.0530002419860407	0.0464033049067106	CHRNB4/CHRND/GABRR1/GABRR2/GRIA1	5
1	GO:0022835	transmitter-gated channel activity	5/293	60/18410	0.00263745280025321	0.0530002419860407	0.0464033049067106	CHRNB4/CHRND/GABRR1/GABRR2/GRIA1	5
1	GO:0008395	steroid hydroxylase activity	4/293	38/18410	0.00303050530989108	0.0581306018533653	0.0508950891756828	CYP2C9/CYP2C18/CYP3A4/CH25H	4
1	GO:0098960	postsynaptic neurotransmitter receptor activity	5/293	64/18410	0.00349745458522706	0.0581685955742134	0.0509283538202767	CHRNB4/CHRND/GABRR1/GABRR2/GRIA1	5
1	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	4/293	40/18410	0.00366002892159339	0.0581685955742134	0.0509283538202767	CYP2C9/CYP2C18/CYP3A4/CYP4F3	4
1	GO:0019783	ubiquitin-like protein peptidase activity	7/293	124/18410	0.00372106151262154	0.0581685955742134	0.0509283538202767	USP17L10/USP17L11/USP17L13/USP17L2/USP17L3/USP17L5/USP26	7
1	GO:0016018	cyclosporin A binding	3/293	20/18410	0.00372168739455868	0.0581685955742134	0.0509283538202767	PPIAL4G/PPIAL4A/PPIAL4F	3
1	GO:0016408	C-acyltransferase activity	3/293	20/18410	0.00372168739455868	0.0581685955742134	0.0509283538202767	ACSM6/ACSM2B/ACSM5	3
1	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	4/293	43/18410	0.00476191623517488	0.0680093686414242	0.0595442464283859	CYP2C9/CYP3A4/CYP4A22/CH25H	4
1	GO:0004867	serine-type endopeptidase inhibitor activity	6/293	98/18410	0.00478469852400778	0.0680093686414242	0.0595442464283859	WFDC12/WFDC11/WFDC9/WFDC10B/ITIH1/SPINK9	6
1	GO:0015645	fatty acid ligase activity	3/293	22/18410	0.00491101984255125	0.0680093686414242	0.0595442464283859	ACSM6/ACSM2B/ACSM5	3
1	GO:0005216	ion channel activity	15/293	442/18410	0.00499594888124206	0.0680093686414242	0.0595442464283859	CHRNB4/CHRND/TMC2/CLCNKA/CNGB1/CNGA2/GABRR1/GABRR2/GRIA1/KCNB1/CATSPER4/TRPV5/CACNA1F/CACNA1S/TRPM8	15
1	GO:0005245	voltage-gated calcium channel activity	4/293	45/18410	0.00560852333881105	0.0739624015305707	0.0647563056553512	TMC2/CATSPER4/CACNA1F/CACNA1S	4
1	GO:0004497	monooxygenase activity	6/293	103/18410	0.00608705243535651	0.076197541018562	0.0667132374595043	CYP2C9/CYP2C18/CYP3A4/CYP4A22/CYP4F3/CH25H	6
1	GO:0005230	extracellular ligand-gated ion channel activity	5/293	73/18410	0.0061391383759031	0.076197541018562	0.0667132374595043	CHRNB4/CHRND/GABRR1/GABRR2/GRIA1	5
1	GO:0008234	cysteine-type peptidase activity	8/293	178/18410	0.00779269362223523	0.0939576202452362	0.0822627206437463	USP17L10/USP17L11/USP17L13/USP17L2/CTSL3P/USP17L3/USP17L5/USP26	8
3	GO:0015453	oxidoreduction-driven active transmembrane transporter activity	8/250	72/18410	5.84716639028492e-06	0.00241487971918767	0.00233886655611397	COX6A2/CYB561D1/COX2/ND1/ND2/ND3/ND4L/ND5	8
3	GO:0008137	NADH dehydrogenase (ubiquinone) activity	5/250	42/18410	0.000250392551891658	0.0260725810172309	0.0252518944476812	ND1/ND2/ND3/ND4L/ND5	5
3	GO:0050136	NADH dehydrogenase (quinone) activity	5/250	43/18410	0.000280229426332839	0.0260725810172309	0.0252518944476812	ND1/ND2/ND3/ND4L/ND5	5
3	GO:0003954	NADH dehydrogenase activity	5/250	45/18410	0.000347915459723194	0.0260725810172309	0.0252518944476812	ND1/ND2/ND3/ND4L/ND5	5
3	GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5/250	45/18410	0.000347915459723194	0.0260725810172309	0.0252518944476812	ND1/ND2/ND3/ND4L/ND5	5
3	GO:0015399	primary active transmembrane transporter activity	9/250	162/18410	0.000378778416715218	0.0260725810172309	0.0252518944476812	ABCA7/COX6A2/CYB561D1/COX2/ND1/ND2/ND3/ND4L/ND5	9
3	GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	5/250	57/18410	0.00104482834800565	0.0616448725323336	0.0597044770288946	ND1/ND2/ND3/ND4L/ND5	5
3	GO:0009055	electron transfer activity	7/250	125/18410	0.00160489925043104	0.0760475265987677	0.0736537787881528	COX6A2/COX2/ND1/ND2/ND3/ND4L/ND5	7
3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	15/250	462/18410	0.00169385998779562	0.0760475265987677	0.0736537787881528	MAFF/ONECUT1/HOXC13/BARHL2/MSGN1/IRF5/POU1F1/POU3F2/PPARA/PRDM15/SHOX/TEF/ZBTB17/PHOX2B/HAND2	15
